time,time_formatted,time_hour,time_month,hourly_icon,hourly_precip_probability,hourly_temperature,hourly_cloud_cover,hourly_visibility,daily_icon,daily_precip_probability,daily_cloud_cover,daily_sunrise_hour,daily_sunset_hour,daily_visibility,daily_temp_low,daily_temp_low_hour,daily_temp_high,daily_temp_high_hour,with_robot_output,without_robot_output
1542643200,"11/19/2018, 10:00:00",10,11,6,0,40.67,0.93,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,205.6,129.8
1542646800,"11/19/2018, 11:00:00",11,11,17,0,42.92,0.42,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,196.1,137.5
1542650400,"11/19/2018, 12:00:00",12,11,9,0,45.12,0.06,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,175.7,131.6
1542654000,"11/19/2018, 13:00:00",13,11,9,0,48.7,0.02,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,156.8,122.8
1542657600,"11/19/2018, 14:00:00",14,11,9,0,50.49,0.06,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,144.7,100.8
1542661200,"11/19/2018, 15:00:00",15,11,9,0,53.6,0.11,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,123.4,63.8
1542664800,"11/19/2018, 16:00:00",16,11,9,0,53.61,0.11,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,52,22.7
1542668400,"11/19/2018, 17:00:00",17,11,9,0,52.47,0.13,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0.4,0.7
1542672000,"11/19/2018, 18:00:00",18,11,11,0,50.69,0.07,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542675600,"11/19/2018, 19:00:00",19,11,11,0,46.2,0.11,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542679200,"11/19/2018, 20:00:00",20,11,11,0,45.58,0.04,9.676,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542682800,"11/19/2018, 21:00:00",21,11,11,0,43.4,0.06,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542686400,"11/19/2018, 22:00:00",22,11,11,0,43.65,0,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542690000,"11/19/2018, 23:00:00",23,11,11,0,43.27,0,9.997,partly-cloudy-day,0,0.44,7,17,9.982,36.05,4,18,15,0,0
1542693600,"11/20/2018, 00:00:00",0,11,11,0,39.7,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542697200,"11/20/2018, 01:00:00",1,11,11,0,41.72,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542700800,"11/20/2018, 02:00:00",2,11,11,0,40.74,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542704400,"11/20/2018, 03:00:00",3,11,11,0,40.2,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542708000,"11/20/2018, 04:00:00",4,11,11,0,39.78,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542711600,"11/20/2018, 05:00:00",5,11,11,0,38.74,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542715200,"11/20/2018, 06:00:00",6,11,11,0,39.81,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0.5,0.5
1542718800,"11/20/2018, 07:00:00",7,11,11,0,38.44,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,33.3,10.6
1542722400,"11/20/2018, 08:00:00",8,11,9,0,39.89,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,123,43
1542726000,"11/20/2018, 09:00:00",9,11,9,0,44.91,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,192.8,98.6
1542729600,"11/20/2018, 10:00:00",10,11,9,0,47.26,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,207.6,135.7
1542733200,"11/20/2018, 11:00:00",11,11,9,0,53.29,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,201.1,136.7
1542736800,"11/20/2018, 12:00:00",12,11,9,0,55.38,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,173,132
1542740400,"11/20/2018, 13:00:00",13,11,9,0,54.09,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,146.5,124
1542744000,"11/20/2018, 14:00:00",14,11,9,0,55.4,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,112.9,98.7
1542747600,"11/20/2018, 15:00:00",15,11,9,0,55.93,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,88.6,61.6
1542751200,"11/20/2018, 16:00:00",16,11,9,0,56.35,0.01,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,47.5,22.1
1542754800,"11/20/2018, 17:00:00",17,11,9,0,55.91,0.02,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,2.1,0.5
1542758400,"11/20/2018, 18:00:00",18,11,11,0,52.14,0.02,9.686,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542762000,"11/20/2018, 19:00:00",19,11,11,0,52.23,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542765600,"11/20/2018, 20:00:00",20,11,11,0,49.74,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542769200,"11/20/2018, 21:00:00",21,11,11,0,47.94,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542772800,"11/20/2018, 22:00:00",22,11,11,0,45.85,0,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542776400,"11/20/2018, 23:00:00",23,11,11,0,43.58,0.05,9.997,clear-day,0,0,7,17,9.983,37.95,7,18,16,0,0
1542866400,"11/22/2018, 00:00:00",0,11,19,0,46.24,0.42,6.566,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542870000,"11/22/2018, 01:00:00",1,11,19,0,45.06,0.38,6.66,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542873600,"11/22/2018, 02:00:00",2,11,19,0,42.77,0.36,6.625,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542877200,"11/22/2018, 03:00:00",3,11,19,0,43.67,0.38,6.471,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542880800,"11/22/2018, 04:00:00",4,11,11,0,42.36,0.29,9.686,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542884400,"11/22/2018, 05:00:00",5,11,11,0,42,0.12,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542888000,"11/22/2018, 06:00:00",6,11,11,0,41.6,0.05,9.479,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,1.7,0.4
1542891600,"11/22/2018, 07:00:00",7,11,11,0,40.61,0.04,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,29.8,13.6
1542895200,"11/22/2018, 08:00:00",8,11,9,0,40.61,0.04,9.375,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,110.8,49.3
1542898800,"11/22/2018, 09:00:00",9,11,9,0,45.65,0.04,9.479,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,178.9,97
1542902400,"11/22/2018, 10:00:00",10,11,9,0,49.1,0.01,9.641,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,191,128.1
1542906000,"11/22/2018, 11:00:00",11,11,9,0,53.26,0.01,9.641,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,180.2,136.9
1542909600,"11/22/2018, 12:00:00",12,11,9,0,58.12,0.11,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,152.3,135.8
1542913200,"11/22/2018, 13:00:00",13,11,9,0,61.49,0.11,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,131.3,120.6
1542916800,"11/22/2018, 14:00:00",14,11,9,0,62.86,0.14,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,121.5,95.6
1542920400,"11/22/2018, 15:00:00",15,11,9,0,61.99,0.14,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,59.8,54
1542924000,"11/22/2018, 16:00:00",16,11,9,0,62.36,0.14,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0.1,13.4
1542927600,"11/22/2018, 17:00:00",17,11,9,0,60.89,0.17,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0.1,0.6
1542931200,"11/22/2018, 18:00:00",18,11,11,0,58.35,0.19,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542934800,"11/22/2018, 19:00:00",19,11,11,0,57.83,0.25,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542938400,"11/22/2018, 20:00:00",20,11,11,0,56.13,0.23,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542942000,"11/22/2018, 21:00:00",21,11,11,0,55.78,0.19,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542945600,"11/22/2018, 22:00:00",22,11,11,0,55.25,0.19,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542949200,"11/22/2018, 23:00:00",23,11,19,0,54.84,0.36,9.997,clear-day,0,0.17,7,17,9.361,39.71,7,18,14,0,0
1542952800,"11/23/2018, 00:00:00",0,11,19,0,54.69,0.65,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542956400,"11/23/2018, 01:00:00",1,11,6,0,54.56,0.91,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542960000,"11/23/2018, 02:00:00",2,11,19,0,54.43,0.81,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542963600,"11/23/2018, 03:00:00",3,11,6,0,54.4,0.88,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542967200,"11/23/2018, 04:00:00",4,11,6,0,54.47,0.92,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542970800,"11/23/2018, 05:00:00",5,11,6,0,54.52,1,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1542974400,"11/23/2018, 06:00:00",6,11,6,0,54.7,0.91,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,1.6,0.6
1542978000,"11/23/2018, 07:00:00",7,11,6,0,54.64,1,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,32,16.9
1542981600,"11/23/2018, 08:00:00",8,11,6,0,54.78,1,9.043,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,119.1,51.2
1542985200,"11/23/2018, 09:00:00",9,11,6,0,54.5,1,9.683,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,188.9,92.5
1542988800,"11/23/2018, 10:00:00",10,11,6,0,57.58,0.97,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,198.1,120.1
1542992400,"11/23/2018, 11:00:00",11,11,17,0,60.58,0.64,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,169.2,126.6
1542996000,"11/23/2018, 12:00:00",12,11,9,0,64.88,0.26,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,141.9,124.1
1542999600,"11/23/2018, 13:00:00",13,11,9,0,70.89,0.16,9.936,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,136.3,117.9
1543003200,"11/23/2018, 14:00:00",14,11,9,0,71.75,0.11,9.751,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,139.4,88
1543006800,"11/23/2018, 15:00:00",15,11,9,0,74.06,0.02,9.751,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,116.4,44
1543010400,"11/23/2018, 16:00:00",16,11,9,0,73.93,0.02,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,44.5,14.3
1543014000,"11/23/2018, 17:00:00",17,11,9,0,72.02,0,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,1.8,0.5
1543017600,"11/23/2018, 18:00:00",18,11,11,0,69.32,0,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1543021200,"11/23/2018, 19:00:00",19,11,11,0,63.13,0.04,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1543024800,"11/23/2018, 20:00:00",20,11,11,0,61.97,0,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1543028400,"11/23/2018, 21:00:00",21,11,11,0,60.48,0.01,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1543032000,"11/23/2018, 22:00:00",22,11,11,0,56.55,0.03,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
1543035600,"11/23/2018, 23:00:00",23,11,11,0,53.35,0.04,9.997,partly-cloudy-day,0,0.48,7,17,9.916,52.86,23,18,15,0,0
